,Course,Course Prefix,Course Suffix,Department,First Begin Time,First Days,First End Time,First Instructor,First Instructor UID,First Room,Link,Max Units,Min Units,Mode,Reg Count,Seats,Second Begin Time,Second Days,Second End Time,Second Instructor,Second Instructor UID,Second Room,Section,Session,Term,Title
831,BUAD-301,BUAD,301,BAEP,18:00:00,W,20:50:00,"Autry, Greg",1164830547.0,VPD106,,3.0,3.0,C,40,40,,,,,,,14642,1,20161,Technology Entrepreneurship
832,BUAD-301,BUAD,301,BAEP,18:00:00,M,20:50:00,"Autry, Greg",1164830547.0,BRI5,,3.0,3.0,C,41,42,,,,,,,14640,1,20161,Technology Entrepreneurship
833,BUAD-302,BUAD,302,BUCO,08:00:00,TH,09:50:00,"Colman, Maria",7244913771.0,HOH306,,4.0,4.0,C,22,30,,,,,,,14673,1,20161,Communication Strategy in Business
834,BUAD-302,BUAD,302,BUCO,18:00:00,TH,19:50:00,"Giaquinta, Gerald, J",5016950443.0,HOH302,,4.0,4.0,C,24,30,,,,,,,14693,1,20161,Communication Strategy in Business
835,BUAD-302,BUAD,302,BUCO,12:00:00,MW,13:50:00,"Geck, Stacy",9994127151.0,HOH302,,4.0,4.0,C,25,30,,,,,,,14654,1,20161,Communication Strategy in Business
836,BUAD-302,BUAD,302,BUCO,18:00:00,TH,19:50:00,"Alt, Cynthia",9952101936.0,HOH306,,4.0,4.0,C,26,30,,,,,,,14691,1,20161,Communication Strategy in Business
837,BUAD-302,BUAD,302,BUCO,08:00:00,MW,09:50:00,"Pasztor, Sabrina",2183780972.0,HOH306,,4.0,4.0,C,27,30,,,,,,,14648,1,20161,Communication Strategy in Business
838,BUAD-302,BUAD,302,BUCO,10:00:00,MW,11:50:00,"Markwardt, Daylanne",9555386270.0,HOH302,,4.0,4.0,C,28,30,,,,,,,14650,1,20161,Communication Strategy in Business
839,BUAD-302,BUAD,302,BUCO,12:00:00,MW,13:50:00,"Colman, Maria",7244913771.0,HOH306,,4.0,4.0,C,28,30,,,,,,,14656,1,20161,Communication Strategy in Business
840,BUAD-302,BUAD,302,BUCO,16:00:00,TH,17:50:00,"Giaquinta, Gerald, J",5016950443.0,HOH302,,4.0,4.0,C,28,30,,,,,,,14687,1,20161,Communication Strategy in Business
841,BUAD-302,BUAD,302,BUCO,08:00:00,TH,09:50:00,"Bacci, David",9394816665.0,HOH302,,4.0,4.0,C,27,30,,,,,,,14671,1,20161,Communication Strategy in Business
842,BUAD-302,BUAD,302,BUCO,14:00:00,MW,15:50:00,"Geck, Stacy",9994127151.0,HOH302,,4.0,4.0,C,28,30,,,,,,,14658,1,20161,Communication Strategy in Business
843,BUAD-302,BUAD,302,BUCO,16:00:00,MW,17:50:00,"Geck, Stacy",9994127151.0,HOH302,,4.0,4.0,C,29,30,,,,,,,14662,1,20161,Communication Strategy in Business
844,BUAD-302,BUAD,302,BUCO,18:00:00,MW,19:50:00,"Junker, Eric",3455176651.0,HOH306,,4.0,4.0,C,29,30,,,,,,,14666,1,20161,Communication Strategy in Business
845,BUAD-302,BUAD,302,BUCO,10:00:00,TH,11:50:00,"Warren, Naomi, Irene",8831311485.0,HOH306,,4.0,4.0,C,29,30,,,,,,,14677,1,20161,Communication Strategy in Business
846,BUAD-302,BUAD,302,BUCO,16:00:00,TH,17:50:00,"Alt, Cynthia",9952101936.0,HOH306,,4.0,4.0,C,29,30,,,,,,,14689,1,20161,Communication Strategy in Business
847,BUAD-302,BUAD,302,BUCO,10:00:00,TH,11:50:00,"Bacci, David",9394816665.0,HOH302,,4.0,4.0,C,29,30,,,,,,,14675,1,20161,Communication Strategy in Business
848,BUAD-302,BUAD,302,BUCO,08:00:00,MW,09:50:00,"Fleischmann, Anne, Carolin",6984664554.0,HOH302,,4.0,4.0,C,30,30,,,,,,,14646,1,20161,Communication Strategy in Business
849,BUAD-302,BUAD,302,BUCO,18:00:00,MW,19:50:00,"Caporicci, Kevin",7818497025.0,HOH302,,4.0,4.0,C,30,30,,,,,,,14668,1,20161,Communication Strategy in Business
850,BUAD-302,BUAD,302,BUCO,12:00:00,TH,13:50:00,"Alt, Cynthia",9952101936.0,HOH306,,4.0,4.0,C,30,30,,,,,,,14681,1,20161,Communication Strategy in Business
851,BUAD-302,BUAD,302,BUCO,10:00:00,MW,11:50:00,"Pasztor, Sabrina",2183780972.0,HOH306,,4.0,4.0,C,30,31,,,,,,,14652,1,20161,Communication Strategy in Business
852,BUAD-302,BUAD,302,BUCO,14:00:00,TH,15:50:00,"Giaquinta, Gerald, J",5016950443.0,HOH302,,4.0,4.0,C,30,31,,,,,,,14683,1,20161,Communication Strategy in Business
853,BUAD-302,BUAD,302,BUCO,14:00:00,MW,15:50:00,"Pasztor, Sabrina",2183780972.0,HOH306,,4.0,4.0,C,31,32,,,,,,,14660,1,20161,Communication Strategy in Business
854,BUAD-302T,BUAD,302T,BUCO,08:00:00,F,09:50:00,,,ACC310,L,0.0,0.0,L,49,51,,,,,,,14705,1,20161,Communication Strategy in Accounting
855,BUAD-302T,BUAD,302T,BUCO,14:00:00,F,15:50:00,,,ACC310,L,0.0,0.0,L,51,52,,,,,,,14708,1,20161,Communication Strategy in Accounting
856,BUAD-302T,BUAD,302T,BUCO,12:00:00,F,13:50:00,,,ACC310,,0.0,0.0,L,52,53,,,,,,,14707,1,20161,Communication Strategy in Accounting
857,BUAD-302T,BUAD,302T,BUCO,08:00:00,MW,09:50:00,"Colman, Maria",7244913771.0,BRI5,L,4.0,4.0,C,37,39,,,,,,,14700,1,20161,Communication Strategy in Accounting
858,BUAD-302T,BUAD,302T,BUCO,14:00:00,TH,15:50:00,"Warren, Naomi, Irene",8831311485.0,HOH301,L,4.0,4.0,C,38,39,,,,,,,14702,1,20161,Communication Strategy in Accounting
859,BUAD-302T,BUAD,302T,BUCO,16:00:00,TH,17:50:00,"Warren, Naomi, Irene",8831311485.0,HOH422,,4.0,4.0,C,38,39,,,,,,,14704,1,20161,Communication Strategy in Accounting
860,BUAD-302T,BUAD,302T,BUCO,10:00:00,MW,11:50:00,"Colman, Maria",7244913771.0,BRI5,L,4.0,4.0,C,39,39,,,,,,,14701,1,20161,Communication Strategy in Accounting
861,BUAD-304,BUAD,304,MOR,14:00:00,F,15:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,G,0.0,0.0,D,21,35,,,,,,,14740,1,20161,Organizational Behavior and Leadership
862,BUAD-304,BUAD,304,MOR,08:00:00,F,09:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,E,0.0,0.0,D,27,35,,,,,,,14734,1,20161,Organizational Behavior and Leadership
863,BUAD-304,BUAD,304,MOR,18:00:00,W,19:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,L,0.0,0.0,D,30,35,,,,,,,14754,1,20161,Organizational Behavior and Leadership
864,BUAD-304,BUAD,304,MOR,10:00:00,W,11:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,C,0.0,0.0,D,31,35,,,,,,,14728,1,20161,Organizational Behavior and Leadership
865,BUAD-304,BUAD,304,MOR,18:00:00,H,19:50:00,"Summerlin, Michael",3115024715.0,BRI5,J,0.0,0.0,D,31,35,,,,,,,14748,1,20161,Organizational Behavior and Leadership
866,BUAD-304,BUAD,304,MOR,10:00:00,F,11:50:00,"Granados, Amy, Danielle",8701339733.0,BRI8,A,0.0,0.0,D,32,35,,,,,,,14722,1,20161,Organizational Behavior and Leadership
867,BUAD-304,BUAD,304,MOR,14:00:00,H,15:50:00,"Summerlin, Michael",3115024715.0,BRI8,C,0.0,0.0,D,32,35,,,,,,,14727,1,20161,Organizational Behavior and Leadership
868,BUAD-304,BUAD,304,MOR,16:00:00,T,17:50:00,"Summerlin, Michael",3115024715.0,BRI8,J,0.0,0.0,D,32,35,,,,,,,14749,1,20161,Organizational Behavior and Leadership
869,BUAD-304,BUAD,304,MOR,08:00:00,T,09:50:00,"Bresnahan, Chris",6269702777.0,BRI8,E,0.0,0.0,D,33,35,,,,,,,14733,1,20161,Organizational Behavior and Leadership
870,BUAD-304,BUAD,304,MOR,10:00:00,T,11:50:00,"Bresnahan, Chris",6269702777.0,BRI8,K,0.0,0.0,D,33,35,,,,,,,14751,1,20161,Organizational Behavior and Leadership
871,BUAD-304,BUAD,304,MOR,08:00:00,M,09:50:00,"Bresnahan, Chris",6269702777.0,BRI8,A,0.0,0.0,D,34,35,,,,,,,14721,1,20161,Organizational Behavior and Leadership
872,BUAD-304,BUAD,304,MOR,16:00:00,H,17:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,F,0.0,0.0,D,34,35,,,,,,,14736,1,20161,Organizational Behavior and Leadership
873,BUAD-304,BUAD,304,MOR,18:00:00,M,19:50:00,"Bresnahan, Chris",6269702777.0,HOH422,F,0.0,0.0,D,34,35,,,,,,,14737,1,20161,Organizational Behavior and Leadership
874,BUAD-304,BUAD,304,MOR,14:00:00,M,15:50:00,"Summerlin, Michael",3115024715.0,BRI8,G,0.0,0.0,D,34,35,,,,,,,14739,1,20161,Organizational Behavior and Leadership
875,BUAD-304,BUAD,304,MOR,10:00:00,M,11:50:00,"Bresnahan, Chris",6269702777.0,BRI8,H,0.0,0.0,D,34,35,,,,,,,14742,1,20161,Organizational Behavior and Leadership
876,BUAD-304,BUAD,304,MOR,18:00:00,T,19:50:00,"Summerlin, Michael",3115024715.0,BRI8,I,0.0,0.0,D,34,35,,,,,,,14745,1,20161,Organizational Behavior and Leadership
877,BUAD-304,BUAD,304,MOR,08:00:00,H,09:50:00,"Summerlin, Michael",3115024715.0,BRI8,I,0.0,0.0,D,34,35,,,,,,,14746,1,20161,Organizational Behavior and Leadership
878,BUAD-304,BUAD,304,MOR,12:00:00,M,13:50:00,"Bresnahan, Chris",6269702777.0,BRI8,K,0.0,0.0,D,34,35,,,,,,,14752,1,20161,Organizational Behavior and Leadership
879,BUAD-304,BUAD,304,MOR,10:00:00,H,11:50:00,"Summerlin, Michael",3115024715.0,BRI8,L,0.0,0.0,D,34,35,,,,,,,14755,1,20161,Organizational Behavior and Leadership
880,BUAD-304,BUAD,304,MOR,08:00:00,W,09:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI8,B,0.0,0.0,D,35,35,,,,,,,14724,1,20161,Organizational Behavior and Leadership
881,BUAD-304,BUAD,304,MOR,16:00:00,W,17:50:00,"Tolan, Johanna, Brockelman",6766950972.0,BRI5,B,0.0,0.0,D,35,35,,,,,,,14725,1,20161,Organizational Behavior and Leadership
882,BUAD-304,BUAD,304,MOR,16:00:00,M,17:50:00,"Summerlin, Michael",3115024715.0,BRI5,H,0.0,0.0,D,35,35,,,,,,,14743,1,20161,Organizational Behavior and Leadership
883,BUAD-304,BUAD,304,MOR,12:00:00,T,13:50:00,"Bresnahan, Chris",6269702777.0,BRI8,D,0.0,0.0,D,36,35,,,,,,,14731,1,20161,Organizational Behavior and Leadership
884,BUAD-304,BUAD,304,MOR,12:00:00,W,13:50:00,"Bresnahan, Chris",6269702777.0,BRI8,D,0.0,0.0,D,36,36,,,,,,,14730,1,20161,Organizational Behavior and Leadership
885,BUAD-304,BUAD,304,MOR,20:00:00,H,21:50:00,"Tolan, Johanna, Brockelman",6766950972.0,HOH2,G,4.0,4.0,C,55,70,,,,,,,14738,1,20161,Organizational Behavior and Leadership
886,BUAD-304,BUAD,304,MOR,18:00:00,H,19:50:00,"Tolan, Johanna, Brockelman",6766950972.0,HOH2,E,4.0,4.0,C,60,70,,,,,,,14732,1,20161,Organizational Behavior and Leadership
887,BUAD-304,BUAD,304,MOR,20:00:00,T,21:50:00,"Bresnahan, Chris",6269702777.0,HOH2,C,4.0,4.0,C,63,70,,,,,,,14726,1,20161,Organizational Behavior and Leadership
888,BUAD-304,BUAD,304,MOR,10:00:00,F,11:50:00,"Townsend, Sarah",3385367463.0,HOH2,J,4.0,4.0,C,63,70,,,,,,,14747,1,20161,Organizational Behavior and Leadership
889,BUAD-304,BUAD,304,MOR,12:00:00,F,13:50:00,"Townsend, Sarah",3385367463.0,HOH2,L,4.0,4.0,C,65,70,,,,,,,14753,1,20161,Organizational Behavior and Leadership
890,BUAD-304,BUAD,304,MOR,18:00:00,T,19:50:00,"Bresnahan, Chris",6269702777.0,HOH2,A,4.0,4.0,C,66,70,,,,"Granados, Amy, Danielle",8701339733.0,,14720,1,20161,Organizational Behavior and Leadership
891,BUAD-304,BUAD,304,MOR,12:00:00,F,13:50:00,"Townsend, Sarah",3385367463.0,HOH2,K,4.0,4.0,C,66,70,,,,,,,14750,1,20161,Organizational Behavior and Leadership
892,BUAD-304,BUAD,304,MOR,10:00:00,F,11:50:00,"Townsend, Sarah",3385367463.0,HOH2,I,4.0,4.0,C,68,70,,,,,,,14744,1,20161,Organizational Behavior and Leadership
893,BUAD-304,BUAD,304,MOR,18:00:00,H,19:50:00,"Tolan, Johanna, Brockelman",6766950972.0,HOH2,F,4.0,4.0,C,68,70,,,,,,,14735,1,20161,Organizational Behavior and Leadership
894,BUAD-304,BUAD,304,MOR,20:00:00,H,21:50:00,"Tolan, Johanna, Brockelman",6766950972.0,HOH2,H,4.0,4.0,C,69,70,,,,,,,14741,1,20161,Organizational Behavior and Leadership
895,BUAD-304,BUAD,304,MOR,18:00:00,T,19:50:00,"Bresnahan, Chris",6269702777.0,HOH2,B,4.0,4.0,C,70,70,,,,,,,14723,1,20161,Organizational Behavior and Leadership
896,BUAD-304,BUAD,304,MOR,20:00:00,T,21:50:00,"Bresnahan, Chris",6269702777.0,HOH2,D,4.0,4.0,C,72,72,,,,,,,14729,1,20161,Organizational Behavior and Leadership
897,BUAD-305,BUAD,305,ACCT,08:00:00,TH,09:50:00,"Freed, Chrislynn",1529436421.0,HOH422,,4.0,4.0,C,18,36,,,,,,,14766,1,20161,Abridged Core Concepts of Accounting Information
898,BUAD-305,BUAD,305,ACCT,10:00:00,TH,11:50:00,"Freed, Chrislynn",1529436421.0,HOH422,,4.0,4.0,C,35,30,,,,,,,14768,1,20161,Abridged Core Concepts of Accounting Information
899,BUAD-306,BUAD,306,FBE,12:00:00,TH,13:50:00,"Wang, Yongxiang",4855787725.0,JKP110,,4.0,4.0,CL,63,75,,,,"Chang, Tom",1731860318.0,,14786,1,20161,Business Finance
900,BUAD-306,BUAD,306,FBE,10:00:00,TH,11:50:00,"Wang, Yongxiang",4855787725.0,HOH2,,4.0,4.0,CL,66,70,,,,"Chang, Tom",1731860318.0,,14785,1,20161,Business Finance
901,BUAD-306,BUAD,306,FBE,12:00:00,MW,13:50:00,"Wang, Yongxiang",4855787725.0,HOH2,,4.0,4.0,CL,65,70,,,,"Chang, Tom",1731860318.0,,14782,1,20161,Business Finance
902,BUAD-306,BUAD,306,FBE,14:00:00,MW,15:50:00,"Wang, Yongxiang",4855787725.0,HOH1,,4.0,4.0,CL,64,70,,,,"Chang, Tom",1731860318.0,,14787,1,20161,Business Finance
903,BUAD-306,BUAD,306,FBE,10:00:00,MW,11:50:00,"Wang, Yongxiang",4855787725.0,HOH2,,4.0,4.0,CL,67,70,,,,"Chang, Tom",1731860318.0,,14788,1,20161,Business Finance
904,BUAD-306,BUAD,306,FBE,16:00:00,MW,17:50:00,"Huang, Lingwen",9238317784.0,JKP110,,4.0,4.0,CL,70,70,,,,,,,14784,1,20161,Business Finance
905,BUAD-306,BUAD,306,FBE,16:00:00,TH,17:50:00,"Bristow, Duke",2893584611.0,HOH EDI,,4.0,4.0,CL,73,75,,,,,,,14780,1,20161,Business Finance
906,BUAD-306,BUAD,306,FBE,14:00:00,TH,15:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,JKP112,,4.0,4.0,CL,74,77,,,,,,,14781,1,20161,Business Finance
907,BUAD-306,BUAD,306,FBE,16:00:00,TH,17:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,JKP112,,4.0,4.0,CL,76,77,,,,,,,14783,1,20161,Business Finance
908,BUAD-307,BUAD,307,MKT,18:00:00,M,19:50:00,"Perner, Lars, Erik",8416410068.0,BRI8,J,0.0,0.0,D,34,36,,,,,,,14804,1,20161,Marketing Fundamentals
909,BUAD-307,BUAD,307,MKT,16:00:00,M,17:50:00,"Perner, Lars, Erik",8416410068.0,BRI8,J,0.0,0.0,D,35,36,,,,,,,14802,1,20161,Marketing Fundamentals
910,BUAD-307,BUAD,307,MKT,14:00:00,T,15:50:00,"Perner, Lars, Erik",8416410068.0,BRI8,J,0.0,0.0,D,35,36,,,,,,,14806,1,20161,Marketing Fundamentals
911,BUAD-307,BUAD,307,MKT,18:00:00,T,19:50:00,"Yang, Botao",1678848116.0,ACC205,L,0.0,0.0,D,35,36,,,,,,,14826,1,20161,Marketing Fundamentals
912,BUAD-307,BUAD,307,MKT,16:00:00,H,17:50:00,"Kalb, Ira, S",9646919618.0,ACC205,K,0.0,0.0,D,36,36,,,,,,,14814,1,20161,Marketing Fundamentals
913,BUAD-307,BUAD,307,MKT,16:00:00,T,17:50:00,"Yang, Botao",1678848116.0,ACC205,L,0.0,0.0,D,36,36,,,,,,,14828,1,20161,Marketing Fundamentals
914,BUAD-307,BUAD,307,MKT,14:00:00,W,15:50:00,"Yang, Botao",1678848116.0,BRI8,L,0.0,0.0,D,36,36,,,,,,,14832,1,20161,Marketing Fundamentals
915,BUAD-307,BUAD,307,MKT,16:00:00,W,17:50:00,"Yang, Botao",1678848116.0,BRI8,L,0.0,0.0,D,36,36,,,,,,,14834,1,20161,Marketing Fundamentals
916,BUAD-307,BUAD,307,MKT,16:00:00,H,17:50:00,"Burgos, Miriam, T",6523584308.0,VKC203,M,0.0,0.0,D,36,36,,,,,,,14844,1,20161,Marketing Fundamentals
917,BUAD-307,BUAD,307,MKT,18:00:00,H,19:50:00,"Burgos, Miriam, T",6523584308.0,BRI8,M,0.0,0.0,D,36,36,,,,,,,14846,1,20161,Marketing Fundamentals
918,BUAD-307,BUAD,307,MKT,16:00:00,T,17:50:00,"Perner, Lars, Erik",8416410068.0,VKC203,J,0.0,0.0,D,37,37,,,,,,,14808,1,20161,Marketing Fundamentals
919,BUAD-307,BUAD,307,MKT,18:00:00,T,19:50:00,"Perner, Lars, Erik",8416410068.0,HOH304,J,0.0,0.0,D,38,38,,,,,,,14810,1,20161,Marketing Fundamentals
920,BUAD-307,BUAD,307,MKT,12:00:00,F,13:50:00,"Kalb, Ira, S",9646919618.0,HOH301,K,0.0,0.0,D,38,40,,,,,,,14820,1,20161,Marketing Fundamentals
921,BUAD-307,BUAD,307,MKT,10:00:00,F,11:50:00,"Kalb, Ira, S",9646919618.0,HOH301,K,0.0,0.0,D,39,40,,,,,,,14818,1,20161,Marketing Fundamentals
922,BUAD-307,BUAD,307,MKT,14:00:00,F,15:50:00,"Kalb, Ira, S",9646919618.0,HOH301,K,0.0,0.0,D,39,40,,,,,,,14822,1,20161,Marketing Fundamentals
923,BUAD-307,BUAD,307,MKT,14:00:00,F,15:50:00,"Burgos, Miriam, T",6523584308.0,HOH305,M,0.0,0.0,D,39,40,,,,,,,14842,1,20161,Marketing Fundamentals
924,BUAD-307,BUAD,307,MKT,18:00:00,H,19:50:00,"Kalb, Ira, S",9646919618.0,HOH422,K,0.0,0.0,D,40,40,,,,,,,14816,1,20161,Marketing Fundamentals
925,BUAD-307,BUAD,307,MKT,12:00:00,W,13:50:00,"Yang, Botao",1678848116.0,MHP B7B,L,0.0,0.0,D,40,40,,,,,,,14830,1,20161,Marketing Fundamentals
926,BUAD-307,BUAD,307,MKT,10:00:00,F,11:50:00,"Burgos, Miriam, T",6523584308.0,HOH305,M,0.0,0.0,D,40,40,,,,,,,14838,1,20161,Marketing Fundamentals
927,BUAD-307,BUAD,307,MKT,12:00:00,F,13:50:00,"Burgos, Miriam, T",6523584308.0,HOH305,M,0.0,0.0,D,40,40,,,,,,,14840,1,20161,Marketing Fundamentals
928,BUAD-307,BUAD,307,MKT,12:00:00,MW,13:50:00,"Yang, Sha",7654162130.0,ACC205,,4.0,4.0,CD,36,36,,,,,,,14848,1,20161,Marketing Fundamentals
929,BUAD-307,BUAD,307,MKT,14:00:00,MW,15:50:00,"Yang, Sha",7654162130.0,ACC205,,4.0,4.0,CD,36,36,,,,,,,14850,1,20161,Marketing Fundamentals
930,BUAD-307,BUAD,307,MKT,12:00:00,M,13:50:00,"Perner, Lars, Erik",8416410068.0,HOH EDI,J,4.0,4.0,C,179,183,,,,,,,14800,1,20161,Marketing Fundamentals
931,BUAD-307,BUAD,307,MKT,12:00:00,T,13:50:00,"Yang, Botao",1678848116.0,HOH EDI,L,4.0,4.0,C,183,184,,,,,,,14824,1,20161,Marketing Fundamentals
932,BUAD-307,BUAD,307,MKT,12:00:00,H,13:50:00,"Burgos, Miriam, T",6523584308.0,HOH EDI,M,4.0,4.0,C,191,192,,,,,,,14836,1,20161,Marketing Fundamentals
933,BUAD-307,BUAD,307,MKT,12:00:00,W,13:50:00,"Kalb, Ira, S",9646919618.0,HOH EDI,K,4.0,4.0,C,192,196,,,,,,,14812,1,20161,Marketing Fundamentals
934,BUAD-310,BUAD,310,DSO,20:40:00,H,21:50:00,"Fan, Yingying",5003610101.0,HOH304,D,0.0,0.0,D,13,30,,,,,,,14922,1,20161,Applied Business Statistics
935,BUAD-310,BUAD,310,DSO,15:20:00,F,16:30:00,"Fygenson, Mendel",8425162280.0,HOH422,C,0.0,0.0,D,13,35,,,,,,,14917,1,20161,Applied Business Statistics
936,BUAD-310,BUAD,310,DSO,19:20:00,W,20:30:00,"Fygenson, Mendel",8425162280.0,HOH421,C,0.0,0.0,D,17,35,,,,,,,14898,1,20161,Applied Business Statistics
937,BUAD-310,BUAD,310,DSO,20:40:00,W,21:50:00,"Fygenson, Mendel",8425162280.0,HOH421,C,0.0,0.0,D,18,30,,,,,,,14899,1,20161,Applied Business Statistics
938,BUAD-310,BUAD,310,DSO,14:00:00,F,15:10:00,"Fygenson, Mendel",8425162280.0,HOH422,C,0.0,0.0,D,18,35,,,,,,,14918,1,20161,Applied Business Statistics
939,BUAD-310,BUAD,310,DSO,20:40:00,H,21:50:00,"Sun, Wen",3302988833.0,HOH301,B,0.0,0.0,D,19,30,,,,,,,14892,1,20161,Applied Business Statistics
940,BUAD-310,BUAD,310,DSO,10:00:00,F,11:10:00,"Fygenson, Mendel",8425162280.0,HOH422,C,0.0,0.0,D,22,35,,,,,,,14916,1,20161,Applied Business Statistics
941,BUAD-310,BUAD,310,DSO,08:30:00,F,09:40:00,"Sun, Wen",3302988833.0,HOH304,D,0.0,0.0,D,23,30,,,,,,,14923,1,20161,Applied Business Statistics
942,BUAD-310,BUAD,310,DSO,19:20:00,H,20:30:00,"Fan, Yingying",5003610101.0,HOH304,D,0.0,0.0,D,24,25,,,,,,,14921,1,20161,Applied Business Statistics
943,BUAD-310,BUAD,310,DSO,12:00:00,F,13:10:00,"Sun, Wen",3302988833.0,HOH304,D,0.0,0.0,D,24,25,,,,,,,14924,1,20161,Applied Business Statistics
944,BUAD-310,BUAD,310,DSO,18:00:00,W,19:10:00,"Fygenson, Mendel",8425162280.0,HOH421,C,0.0,0.0,D,24,35,,,,,,,14897,1,20161,Applied Business Statistics
945,BUAD-310,BUAD,310,DSO,12:00:00,F,13:10:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,28,30,,,,,,,14887,1,20161,Applied Business Statistics
946,BUAD-310,BUAD,310,DSO,15:20:00,F,16:30:00,"Rogers, Philip",7916490198.0,HOH303,B,0.0,0.0,D,29,30,,,,,,,14894,1,20161,Applied Business Statistics
947,BUAD-310,BUAD,310,DSO,08:30:00,F,09:40:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,30,30,,,,,,,14886,1,20161,Applied Business Statistics
948,BUAD-310,BUAD,310,DSO,18:00:00,H,19:10:00,"Fan, Yingying",5003610101.0,HOH304,D,0.0,0.0,D,30,30,,,,,,,14920,1,20161,Applied Business Statistics
949,BUAD-310,BUAD,310,DSO,20:40:00,W,21:50:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,34,35,,,,,,,14885,1,20161,Applied Business Statistics
950,BUAD-310,BUAD,310,DSO,18:00:00,H,19:10:00,"Sun, Wen",3302988833.0,HOH301,B,0.0,0.0,D,34,35,,,,,,,14890,1,20161,Applied Business Statistics
951,BUAD-310,BUAD,310,DSO,19:20:00,H,20:30:00,"Sun, Wen",3302988833.0,HOH301,B,0.0,0.0,D,34,35,,,,,,,14891,1,20161,Applied Business Statistics
952,BUAD-310,BUAD,310,DSO,14:00:00,F,15:10:00,"Sun, Wen",3302988833.0,HOH306,B,0.0,0.0,D,34,35,,,,,,,14895,1,20161,Applied Business Statistics
953,BUAD-310,BUAD,310,DSO,18:00:00,W,19:10:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,35,35,,,,,,,14883,1,20161,Applied Business Statistics
954,BUAD-310,BUAD,310,DSO,19:20:00,W,20:30:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,35,35,,,,,,,14884,1,20161,Applied Business Statistics
955,BUAD-310,BUAD,310,DSO,14:00:00,F,15:10:00,"Rogers, Philip",7916490198.0,HOH303,A,0.0,0.0,D,35,35,,,,,,,14888,1,20161,Applied Business Statistics
956,BUAD-310,BUAD,310,DSO,10:00:00,F,11:10:00,"Rogers, Philip",7916490198.0,HOH303,B,0.0,0.0,D,35,35,,,,,,,14893,1,20161,Applied Business Statistics
957,BUAD-310,BUAD,310,DSO,18:00:00,MW,19:10:00,"Tong, Xin",1250181792.0,HOH EDI,D,4.0,4.0,C,114,140,,,,,,,14919,1,20161,Applied Business Statistics
958,BUAD-310,BUAD,310,DSO,16:40:00,MW,17:50:00,"Fygenson, Mendel",8425162280.0,HOH EDI,C,4.0,4.0,C,112,205,,,,,,,14896,1,20161,Applied Business Statistics
959,BUAD-310,BUAD,310,DSO,15:20:00,MW,16:30:00,"Tong, Xin",1250181792.0,HOH EDI,B,4.0,4.0,C,185,200,,,,,,,14889,1,20161,Applied Business Statistics
960,BUAD-310,BUAD,310,DSO,14:00:00,MW,15:10:00,"Rogers, Philip",7916490198.0,HOH EDI,A,4.0,4.0,C,196,200,,,,,,,14882,1,20161,Applied Business Statistics
961,BUAD-311,BUAD,311,DSO,18:00:00,MW,19:50:00,"Yormark, Jonathan, Seth",7791420388.0,HOH1,,4.0,4.0,C,33,70,,,,,,,14904,1,20161,Operations Management
962,BUAD-311,BUAD,311,DSO,08:00:00,TH,09:50:00,"Kim, Song-Hee",9199489675.0,HOH1,,4.0,4.0,C,41,70,,,,,,,14908,1,20161,Operations Management
963,BUAD-311,BUAD,311,DSO,18:00:00,TH,19:50:00,"Nazer-Zadeh, Hamid",8460123948.0,HOH EDI,,4.0,4.0,C,45,70,,,,,,,14914,1,20161,Operations Management
964,BUAD-311,BUAD,311,DSO,16:00:00,MW,17:50:00,"Ochiumi, Hiroshi",1079550223.0,HOH304,,4.0,4.0,C,47,47,,,,,,,14905,1,20161,Operations Management
965,BUAD-311,BUAD,311,DSO,16:00:00,TH,17:50:00,"Nazer-Zadeh, Hamid",8460123948.0,HOH1,,4.0,4.0,C,64,70,,,,,,,14912,1,20161,Operations Management
966,BUAD-311,BUAD,311,DSO,12:00:00,MW,13:50:00,"Srinivasan, Ashok",2512379095.0,HOH1,,4.0,4.0,C,67,70,,,,,,,14902,1,20161,Operations Management
967,BUAD-311,BUAD,311,DSO,18:00:00,MW,19:50:00,"Ochiumi, Hiroshi",1079550223.0,HOH2,,4.0,4.0,C,66,70,,,,,,,14907,1,20161,Operations Management
968,BUAD-311,BUAD,311,DSO,16:00:00,MW,17:50:00,"Golrezaei, Negin",6886979062.0,HOH1,,4.0,4.0,C,68,70,,,,,,,14903,1,20161,Operations Management
